epoch,train_loss,val_loss,batch_train_loss,train_rmse,val_rmse,learning_rate
1,0.11434587091207504,0.35889792882935,0.34258394632488487,25717.01826239645,45561.271257630855,0.001
2,0.07553552091121674,0.3505045939549235,0.10262296851724387,20901.90924666762,45025.36214022896,0.001
3,0.042715463787317276,0.3223522662435788,0.06664035189896822,15718.204407721732,43179.31229778399,0.001
4,0.03886635601520538,0.32328210253986905,0.0548292126506567,14993.301143749459,43241.5435652718,0.001
5,0.06865452975034714,0.39742955027837173,0.04844923615455628,19927.138685943923,47944.681170771815,0.001
6,0.049938250333070755,0.3599423175456788,0.06103614745661616,16954.370874072676,45627.51448039043,0.001
7,0.027762876823544502,0.31578964463032944,0.04133875807747245,12602.49116460121,42737.51827959872,0.001
8,0.013437964022159576,0.3223362172720625,0.024955879990011455,8816.11224385446,43178.23739890573,0.001
9,0.008677700534462929,0.31998745721268446,0.01603786905761808,7084.55650428616,43020.63683256464,0.001
10,0.006138556636869907,0.3225739842341991,0.009993729437701404,5958.589797230401,43194.159385444145,0.001
11,0.004422144964337349,0.31877635121162834,0.006142836716026068,5057.394431282501,42939.146224221564,0.001
12,0.006014972925186157,0.3244920190814151,0.004774705390445888,5898.304744044324,43322.38595931374,0.001
13,0.002095240168273449,0.320887893522916,0.0038008860952686518,3481.1864807196844,43081.12378201976,0.001
14,0.0018572729313746095,0.3235872546933217,0.002738869347376749,3277.541643799082,43261.94701119483,0.001
15,0.00357207958586514,0.3252383905622149,0.002700710651697591,4545.387480829162,43372.18074536266,0.001
16,0.0021242706570774317,0.318015071529719,0.0029983707732753827,3505.2199261191695,42887.84342365731,0.001
17,0.0035564631689339876,0.33260123205669806,0.0031396984326420353,4535.440937932315,43860.36930463609,0.001
18,0.0023723088670521975,0.31403792358764676,0.0030752282589673998,3704.213241865309,42618.8185052706,0.001
19,0.00244101881980896,0.33192771711685237,0.0028310177120147275,3757.4733238318,43815.9383446978,0.001
20,0.004154179245233536,0.3075317780811535,0.003266841822187416,4901.770415456432,42175.025798244606,0.001
21,0.00494272680953145,0.3445873508680995,0.004504952917341143,5346.796449268178,44643.68374565711,0.001
22,0.004062580410391092,0.3009133408982058,0.0043118506699102,4847.427823989397,41718.72993804939,0.001
23,0.007600060664117336,0.3517675018370661,0.007464931515278295,6630.081712171367,45106.404952412006,0.001
24,0.005686123855412006,0.3237214962070721,0.008480457874247805,5734.803294232688,43270.919779704374,0.001
25,0.008224551565945148,0.31821334932576395,0.009546780050732196,6897.099228612285,42901.21131524613,0.001
26,0.006633543875068426,0.3331408270116804,0.006696296425070613,6194.170451556563,43895.9332781552,0.001
27,0.007512552663683891,0.32740355848855607,0.00635049344273284,6591.801679010496,43516.309306009876,0.001
28,0.007074901834130287,0.3323729440928783,0.005770175030920655,6396.915053983202,43845.314469973026,0.001
29,0.009662519209086895,0.3250012118657029,0.006857214344199747,7475.763228499346,43356.36337308036,0.001
30,0.004647546447813511,0.33396951391584295,0.008140659576747566,5184.683096784436,43950.49487629401,0.001
31,0.00874517485499382,0.32565557136188794,0.006176411034539342,7112.047130735633,43399.98841355009,0.001
32,0.005248820874840021,0.3206143561808577,0.006495920848101378,5509.868522079703,43062.75785306238,0.001
33,0.004539978224784136,0.33677551878345147,0.00495077638188377,5124.3315581476045,44134.74424013772,0.001
34,0.002104057464748621,0.3229859991959493,0.003856645105406642,3488.5033511387905,43221.73594405095,0.0005
35,0.0006241875817067921,0.32567072475694697,0.001357175875455141,1900.0626527214304,43400.99814526893,0.0005
36,0.00039086758624762297,0.32171604945867965,0.0005308444502588827,1503.57528982108,43136.68040965728,0.0005
37,0.00014439347432926297,0.3228824228070953,0.0002985282349982299,913.8693997224497,43214.80513233894,0.0005
38,8.589176286477596e-05,0.32201345188406777,0.00013370681117521598,704.8328301830236,43156.6141212583,0.0005
39,5.520191552932374e-05,0.3219512754315382,7.928325485409004e-05,565.0507127480652,43152.44744018561,0.0005
40,4.178551535005681e-05,0.32267819881303983,5.3775927426613634e-05,491.61286404795743,43201.13623080921,0.0005
41,3.5992750781588256e-05,0.3226226222419665,4.589854256664694e-05,456.26575807757854,43197.41569062567,0.0005
42,3.542000558809377e-05,0.3234877369080262,2.8888413044114714e-05,452.62097140167486,43255.29399231973,0.0005
43,1.2673199307755567e-05,0.3227081138193095,2.3294029551834684e-05,270.7406702339369,43203.13874029715,0.0005
44,6.095274784456706e-06,0.3230038319438513,1.1513201047819167e-05,187.76169940817837,43222.92910982955,0.0005
45,3.5989896787214093e-06,0.32279916324411395,5.507707874130574e-06,144.27818019926266,43209.23301457024,0.00025
46,2.4097903406072874e-06,0.3227572121642881,3.4941389969844748e-06,118.05923840813843,43206.42518064816,0.00025
47,1.9494161733746296e-06,0.3228076283905739,2.5420443080292897e-06,106.18487030884559,43209.79957441543,0.00025
